Date,Oil_Price,Shock_Type,Shock_Magnitude,Oil_Return,Shock_Level,Year,Month,Sector,Return,Inflation,GDP,Interest_Rate
2019-04-01,58.82,Normal,23,-2.5029007127465586,Medium,2019,4,Energy,-1.79,5.62,4.55,5.58
2019-04-01,58.82,Normal,23,-2.5029007127465586,Medium,2019,4,Airlines,-1.71,5.62,4.55,5.58
2019-04-01,58.82,Normal,23,-2.5029007127465586,Medium,2019,4,Transport,7.23,5.62,4.55,5.58
2019-04-01,58.82,Normal,23,-2.5029007127465586,Medium,2019,4,Manufacturing,-5.92,5.62,4.55,5.58
2019-05-01,60.37,Supply Shock,44,2.6351581094865573,High,2019,5,Energy,14.36,2.71,-2.1,3.4
2019-05-01,60.37,Supply Shock,44,2.6351581094865573,High,2019,5,Airlines,18.56,2.71,-2.1,3.4
2019-05-01,60.37,Supply Shock,44,2.6351581094865573,High,2019,5,Transport,8.51,2.71,-2.1,3.4
2019-05-01,60.37,Supply Shock,44,2.6351581094865573,High,2019,5,Manufacturing,10.39,2.71,-2.1,3.4
2019-06-01,60.49,Supply Shock,34,0.19877422560874436,Medium,2019,6,Energy,11.18,3.75,-2.46,3.76
2019-06-01,60.49,Supply Shock,34,0.19877422560874436,Medium,2019,6,Airlines,2.68,3.75,-2.46,3.76
2019-06-01,60.49,Supply Shock,34,0.19877422560874436,Medium,2019,6,Transport,25.93,3.75,-2.46,3.76
2019-06-01,60.49,Supply Shock,34,0.19877422560874436,Medium,2019,6,Manufacturing,15.48,3.75,-2.46,3.76
2019-07-01,61.94,Supply Shock,50,2.3970904281699346,High,2019,7,Energy,-5.21,5.61,1.25,6.19
2019-07-01,61.94,Supply Shock,50,2.3970904281699346,High,2019,7,Airlines,14.2,5.61,1.25,6.19
2019-07-01,61.94,Supply Shock,50,2.3970904281699346,High,2019,7,Transport,-2.81,5.61,1.25,6.19
2019-07-01,61.94,Supply Shock,50,2.3970904281699346,High,2019,7,Manufacturing,23.96,5.61,1.25,6.19
2019-08-01,60.68,Normal,1,-2.034226670971906,Low,2019,8,Energy,-14.51,7.95,-2.73,4.21
2019-08-01,60.68,Normal,1,-2.034226670971906,Low,2019,8,Airlines,-9.99,7.95,-2.73,4.21
2019-08-01,60.68,Normal,1,-2.034226670971906,Low,2019,8,Transport,2.29,7.95,-2.73,4.21
2019-08-01,60.68,Normal,1,-2.034226670971906,Low,2019,8,Manufacturing,-4.78,7.95,-2.73,4.21
2019-09-01,62.34,Normal,44,2.735662491760049,High,2019,9,Energy,4.57,3.34,4.5,4.28
2019-09-01,62.34,Normal,44,2.735662491760049,High,2019,9,Airlines,-3.28,3.34,4.5,4.28
2019-09-01,62.34,Normal,44,2.735662491760049,High,2019,9,Transport,1.73,3.34,4.5,4.28
2019-09-01,62.34,Normal,44,2.735662491760049,High,2019,9,Manufacturing,8.33,3.34,4.5,4.28
2019-10-01,60.03,Normal,-11,-3.705486044273343,Low,2019,10,Energy,-21.57,5.26,3.62,3.23
2019-10-01,60.03,Normal,-11,-3.705486044273343,Low,2019,10,Airlines,4.72,5.26,3.62,3.23
2019-10-01,60.03,Normal,-11,-3.705486044273343,Low,2019,10,Transport,17.29,5.26,3.62,3.23
2019-10-01,60.03,Normal,-11,-3.705486044273343,Low,2019,10,Manufacturing,8.93,5.26,3.62,3.23
2019-11-01,57.37,Normal,-34,-4.431117774446114,Medium,2019,11,Energy,20.03,5.99,-1.73,3.02
2019-11-01,57.37,Normal,-34,-4.431117774446114,Medium,2019,11,Airlines,15.2,5.99,-1.73,3.02
2019-11-01,57.37,Normal,-34,-4.431117774446114,Medium,2019,11,Transport,-2.9,5.99,-1.73,3.02
2019-11-01,57.37,Normal,-34,-4.431117774446114,Medium,2019,11,Manufacturing,4.04,5.99,-1.73,3.02
2019-12-01,58.14,Demand Shock,35,1.3421648945441955,Medium,2019,12,Energy,18.84,2.01,3.39,3.31
2019-12-01,58.14,Demand Shock,35,1.3421648945441955,Medium,2019,12,Airlines,19.52,2.01,3.39,3.31
2019-12-01,58.14,Demand Shock,35,1.3421648945441955,Medium,2019,12,Transport,11.53,2.01,3.39,3.31
2019-12-01,58.14,Demand Shock,35,1.3421648945441955,Medium,2019,12,Manufacturing,17.65,2.01,3.39,3.31
2020-01-01,59.52,Demand Shock,-10,2.373581011351922,Low,2020,1,Energy,4.85,5.08,2.89,4.19
2020-01-01,59.52,Demand Shock,-10,2.373581011351922,Low,2020,1,Airlines,27.7,5.08,2.89,4.19
2020-01-01,59.52,Demand Shock,-10,2.373581011351922,Low,2020,1,Transport,30.05,5.08,2.89,4.19
2020-01-01,59.52,Demand Shock,-10,2.373581011351922,Low,2020,1,Manufacturing,0.18,5.08,2.89,4.19
2020-02-01,59.19,Supply Shock,18,-0.5544354838709742,Low,2020,2,Energy,11.42,6.26,4.38,5.2
2020-02-01,59.19,Supply Shock,18,-0.5544354838709742,Low,2020,2,Airlines,-11.18,6.26,4.38,5.2
2020-02-01,59.19,Supply Shock,18,-0.5544354838709742,Low,2020,2,Transport,0.14,6.26,4.38,5.2
2020-02-01,59.19,Supply Shock,18,-0.5544354838709742,Low,2020,2,Manufacturing,20.41,6.26,4.38,5.2
2020-03-01,59.59,Demand Shock,57,0.6757898293630715,High,2020,3,Energy,16.31,7.21,4.04,3.38
2020-03-01,59.59,Demand Shock,57,0.6757898293630715,High,2020,3,Airlines,10.61,7.21,4.04,3.38
2020-03-01,59.59,Demand Shock,57,0.6757898293630715,High,2020,3,Transport,18.07,7.21,4.04,3.38
2020-03-01,59.59,Demand Shock,57,0.6757898293630715,High,2020,3,Manufacturing,-12.21,7.21,4.04,3.38
2020-04-01,59.81,Supply Shock,56,0.3691894613190083,High,2020,4,Energy,-9.1,7.47,3.69,6.05
2020-04-01,59.81,Supply Shock,56,0.3691894613190083,High,2020,4,Airlines,16.99,7.47,3.69,6.05
2020-04-01,59.81,Supply Shock,56,0.3691894613190083,High,2020,4,Transport,4.9,7.47,3.69,6.05
2020-04-01,59.81,Supply Shock,56,0.3691894613190083,High,2020,4,Manufacturing,-4.97,7.47,3.69,6.05
2020-05-01,60.11,Supply Shock,-20,0.501588363149974,Low,2020,5,Energy,9.46,6.77,3.66,6.44
2020-05-01,60.11,Supply Shock,-20,0.501588363149974,Low,2020,5,Airlines,-9.03,6.77,3.66,6.44
2020-05-01,60.11,Supply Shock,-20,0.501588363149974,Low,2020,5,Transport,11.83,6.77,3.66,6.44
2020-05-01,60.11,Supply Shock,-20,0.501588363149974,Low,2020,5,Manufacturing,5.49,6.77,3.66,6.44
2020-06-01,63.24,Supply Shock,-58,5.20712027948762,High,2020,6,Energy,-0.42,2.68,2.03,5.28
2020-06-01,63.24,Supply Shock,-58,5.20712027948762,High,2020,6,Airlines,-7.76,2.68,2.03,5.28
2020-06-01,63.24,Supply Shock,-58,5.20712027948762,High,2020,6,Transport,8.08,2.68,2.03,5.28
2020-06-01,63.24,Supply Shock,-58,5.20712027948762,High,2020,6,Manufacturing,-30.01,2.68,2.03,5.28
2020-07-01,61.8,Demand Shock,49,-2.2770398481973486,High,2020,7,Energy,3.31,6.86,1.98,5.31
2020-07-01,61.8,Demand Shock,49,-2.2770398481973486,High,2020,7,Airlines,-2.81,6.86,1.98,5.31
2020-07-01,61.8,Demand Shock,49,-2.2770398481973486,High,2020,7,Transport,0.16,6.86,1.98,5.31
2020-07-01,61.8,Demand Shock,49,-2.2770398481973486,High,2020,7,Manufacturing,7.7,6.86,1.98,5.31
2020-08-01,60.52,Supply Shock,-9,-2.0711974110032227,Low,2020,8,Energy,4.99,5.71,-0.8,3.37
2020-08-01,60.52,Supply Shock,-9,-2.0711974110032227,Low,2020,8,Airlines,15.31,5.71,-0.8,3.37
2020-08-01,60.52,Supply Shock,-9,-2.0711974110032227,Low,2020,8,Transport,4.21,5.71,-0.8,3.37
2020-08-01,60.52,Supply Shock,-9,-2.0711974110032227,Low,2020,8,Manufacturing,10.18,5.71,-0.8,3.37
2020-09-01,58.27,Normal,-5,-3.717779246530073,Low,2020,9,Energy,-13.96,3.57,-0.06,7.31
2020-09-01,58.27,Normal,-5,-3.717779246530073,Low,2020,9,Airlines,-0.22,3.57,-0.06,7.31
2020-09-01,58.27,Normal,-5,-3.717779246530073,Low,2020,9,Transport,4.12,3.57,-0.06,7.31
2020-09-01,58.27,Normal,-5,-3.717779246530073,Low,2020,9,Manufacturing,-19.07,3.57,-0.06,7.31
2020-10-01,56.0,Supply Shock,-59,-3.8956581431268233,High,2020,10,Energy,5.73,6.38,0.97,7.5
2020-10-01,56.0,Supply Shock,-59,-3.8956581431268233,High,2020,10,Airlines,0.5,6.38,0.97,7.5
2020-10-01,56.0,Supply Shock,-59,-3.8956581431268233,High,2020,10,Transport,-3.03,6.38,0.97,7.5
2020-10-01,56.0,Supply Shock,-59,-3.8956581431268233,High,2020,10,Manufacturing,15.03,6.38,0.97,7.5
2020-11-01,58.93,Supply Shock,5,5.232142857142863,Low,2020,11,Energy,23.86,3.23,-2.35,6.66
2020-11-01,58.93,Supply Shock,5,5.232142857142863,Low,2020,11,Airlines,-3.77,3.23,-2.35,6.66
2020-11-01,58.93,Supply Shock,5,5.232142857142863,Low,2020,11,Transport,25.01,3.23,-2.35,6.66
2020-11-01,58.93,Supply Shock,5,5.232142857142863,Low,2020,11,Manufacturing,10.74,3.23,-2.35,6.66
2020-12-01,61.12,Supply Shock,-15,3.7162735448837525,Low,2020,12,Energy,7.06,3.41,4.47,7.97
2020-12-01,61.12,Supply Shock,-15,3.7162735448837525,Low,2020,12,Airlines,-2.48,3.41,4.47,7.97
2020-12-01,61.12,Supply Shock,-15,3.7162735448837525,Low,2020,12,Transport,-4.92,3.41,4.47,7.97
2020-12-01,61.12,Supply Shock,-15,3.7162735448837525,Low,2020,12,Manufacturing,-28.62,3.41,4.47,7.97
2021-01-01,60.0,Normal,-57,-1.8324607329842868,High,2021,1,Energy,-2.34,5.48,0.55,3.91
2021-01-01,60.0,Normal,-57,-1.8324607329842868,High,2021,1,Airlines,23.3,5.48,0.55,3.91
2021-01-01,60.0,Normal,-57,-1.8324607329842868,High,2021,1,Transport,5.91,5.48,0.55,3.91
2021-01-01,60.0,Normal,-57,-1.8324607329842868,High,2021,1,Manufacturing,-6.68,5.48,0.55,3.91
2021-02-01,58.51,Supply Shock,-29,-2.4833333333333374,Medium,2021,2,Energy,9.33,6.37,4.93,3.05
2021-02-01,58.51,Supply Shock,-29,-2.4833333333333374,Medium,2021,2,Airlines,17.1,6.37,4.93,3.05
2021-02-01,58.51,Supply Shock,-29,-2.4833333333333374,Medium,2021,2,Transport,-3.21,6.37,4.93,3.05
2021-02-01,58.51,Supply Shock,-29,-2.4833333333333374,Medium,2021,2,Manufacturing,-8.27,6.37,4.93,3.05
2021-03-01,60.47,Normal,-9,3.3498547256879174,Low,2021,3,Energy,18.2,4.43,-0.74,5.83
2021-03-01,60.47,Normal,-9,3.3498547256879174,Low,2021,3,Airlines,7.7,4.43,-0.74,5.83
2021-03-01,60.47,Normal,-9,3.3498547256879174,Low,2021,3,Transport,-11.62,4.43,-0.74,5.83
2021-03-01,60.47,Normal,-9,3.3498547256879174,Low,2021,3,Manufacturing,13.49,4.43,-0.74,5.83
2021-04-01,60.35,Demand Shock,-22,-0.19844551017033085,Medium,2021,4,Energy,-2.38,4.98,-1.98,6.08
2021-04-01,60.35,Demand Shock,-22,-0.19844551017033085,Medium,2021,4,Airlines,24.22,4.98,-1.98,6.08
2021-04-01,60.35,Demand Shock,-22,-0.19844551017033085,Medium,2021,4,Transport,11.03,4.98,-1.98,6.08
2021-04-01,60.35,Demand Shock,-22,-0.19844551017033085,Medium,2021,4,Manufacturing,-3.03,4.98,-1.98,6.08
2021-05-01,57.77,Normal,-47,-4.2750621375310605,High,2021,5,Energy,11.81,2.87,2.56,6.53
2021-05-01,57.77,Normal,-47,-4.2750621375310605,High,2021,5,Airlines,2.36,2.87,2.56,6.53
2021-05-01,57.77,Normal,-47,-4.2750621375310605,High,2021,5,Transport,1.6,2.87,2.56,6.53
2021-05-01,57.77,Normal,-47,-4.2750621375310605,High,2021,5,Manufacturing,28.15,2.87,2.56,6.53
2021-06-01,57.7,Supply Shock,-33,-0.12117015752119986,Medium,2021,6,Energy,3.58,7.03,2.49,7.21
2021-06-01,57.7,Supply Shock,-33,-0.12117015752119986,Medium,2021,6,Airlines,-0.29,7.03,2.49,7.21
2021-06-01,57.7,Supply Shock,-33,-0.12117015752119986,Medium,2021,6,Transport,5.26,7.03,2.49,7.21
2021-06-01,57.7,Supply Shock,-33,-0.12117015752119986,Medium,2021,6,Manufacturing,18.73,7.03,2.49,7.21
2021-07-01,54.92,Demand Shock,50,-4.818024263431542,High,2021,7,Energy,9.32,2.63,0.11,7.87
2021-07-01,54.92,Demand Shock,50,-4.818024263431542,High,2021,7,Airlines,8.29,2.63,0.11,7.87
2021-07-01,54.92,Demand Shock,50,-4.818024263431542,High,2021,7,Transport,16.06,2.63,0.11,7.87
2021-07-01,54.92,Demand Shock,50,-4.818024263431542,High,2021,7,Manufacturing,8.91,2.63,0.11,7.87
2021-08-01,52.3,Supply Shock,48,-4.770575382374376,High,2021,8,Energy,-6.66,4.9,1.03,6.4
2021-08-01,52.3,Supply Shock,48,-4.770575382374376,High,2021,8,Airlines,9.2,4.9,1.03,6.4
2021-08-01,52.3,Supply Shock,48,-4.770575382374376,High,2021,8,Transport,10.99,4.9,1.03,6.4
2021-08-01,52.3,Supply Shock,48,-4.770575382374376,High,2021,8,Manufacturing,15.34,4.9,1.03,6.4
2021-09-01,55.09,Demand Shock,-10,5.334608030592736,Low,2021,9,Energy,13.07,6.47,-1.52,4.21
2021-09-01,55.09,Demand Shock,-10,5.334608030592736,Low,2021,9,Airlines,16.54,6.47,-1.52,4.21
2021-09-01,55.09,Demand Shock,-10,5.334608030592736,Low,2021,9,Transport,-9.72,6.47,-1.52,4.21
2021-09-01,55.09,Demand Shock,-10,5.334608030592736,Low,2021,9,Manufacturing,5.53,6.47,-1.52,4.21
2021-10-01,59.4,Demand Shock,-1,7.823561444908322,Low,2021,10,Energy,13.83,6.28,0.65,3.84
2021-10-01,59.4,Demand Shock,-1,7.823561444908322,Low,2021,10,Airlines,-7.95,6.28,0.65,3.84
2021-10-01,59.4,Demand Shock,-1,7.823561444908322,Low,2021,10,Transport,-3.81,6.28,0.65,3.84
2021-10-01,59.4,Demand Shock,-1,7.823561444908322,Low,2021,10,Manufacturing,-11.01,6.28,0.65,3.84
2021-11-01,60.04,Supply Shock,1,1.077441077441077,Low,2021,11,Energy,14.44,3.78,-2.43,7.09
2021-11-01,60.04,Supply Shock,1,1.077441077441077,Low,2021,11,Airlines,2.85,3.78,-2.43,7.09
2021-11-01,60.04,Supply Shock,1,1.077441077441077,Low,2021,11,Transport,6.41,3.78,-2.43,7.09
2021-11-01,60.04,Supply Shock,1,1.077441077441077,Low,2021,11,Manufacturing,7.31,3.78,-2.43,7.09
2021-12-01,61.96,Normal,29,3.19786808794138,Medium,2021,12,Energy,-12.89,6.58,-0.64,5.37
2021-12-01,61.96,Normal,29,3.19786808794138,Medium,2021,12,Airlines,5.54,6.58,-0.64,5.37
2021-12-01,61.96,Normal,29,3.19786808794138,Medium,2021,12,Transport,23.28,6.58,-0.64,5.37
2021-12-01,61.96,Normal,29,3.19786808794138,Medium,2021,12,Manufacturing,1.29,6.58,-0.64,5.37
2022-01-01,64.08,Normal,10,3.4215622982569416,Low,2022,1,Energy,9.07,6.49,4.63,6.44
2022-01-01,64.08,Normal,10,3.4215622982569416,Low,2022,1,Airlines,11.09,6.49,4.63,6.44
2022-01-01,64.08,Normal,10,3.4215622982569416,Low,2022,1,Transport,16.21,6.49,4.63,6.44
2022-01-01,64.08,Normal,10,3.4215622982569416,Low,2022,1,Manufacturing,-3.25,6.49,4.63,6.44
2022-02-01,62.54,Supply Shock,-36,-2.4032459425717856,Medium,2022,2,Energy,9.13,7.06,4.05,7.05
2022-02-01,62.54,Supply Shock,-36,-2.4032459425717856,Medium,2022,2,Airlines,6.07,7.06,4.05,7.05
2022-02-01,62.54,Supply Shock,-36,-2.4032459425717856,Medium,2022,2,Transport,9.27,7.06,4.05,7.05
2022-02-01,62.54,Supply Shock,-36,-2.4032459425717856,Medium,2022,2,Manufacturing,4.78,7.06,4.05,7.05
2022-03-01,61.57,Demand Shock,51,-1.5510073552926107,High,2022,3,Energy,19.95,5.63,4.95,4.96
2022-03-01,61.57,Demand Shock,51,-1.5510073552926107,High,2022,3,Airlines,-24.87,5.63,4.95,4.96
2022-03-01,61.57,Demand Shock,51,-1.5510073552926107,High,2022,3,Transport,16.87,5.63,4.95,4.96
2022-03-01,61.57,Demand Shock,51,-1.5510073552926107,High,2022,3,Manufacturing,-12.75,5.63,4.95,4.96
2022-04-01,62.5,Supply Shock,36,1.5104758811109287,Medium,2022,4,Energy,6.01,4.94,-2.4,6.71
2022-04-01,62.5,Supply Shock,36,1.5104758811109287,Medium,2022,4,Airlines,16.25,4.94,-2.4,6.71
2022-04-01,62.5,Supply Shock,36,1.5104758811109287,Medium,2022,4,Transport,6.85,4.94,-2.4,6.71
2022-04-01,62.5,Supply Shock,36,1.5104758811109287,Medium,2022,4,Manufacturing,4.27,4.94,-2.4,6.71
2022-05-01,66.48,Normal,5,6.367999999999996,Low,2022,5,Energy,25.24,3.73,3.34,4.73
2022-05-01,66.48,Normal,5,6.367999999999996,Low,2022,5,Airlines,-2.21,3.73,3.34,4.73
2022-05-01,66.48,Normal,5,6.367999999999996,Low,2022,5,Transport,4.48,3.73,3.34,4.73
2022-05-01,66.48,Normal,5,6.367999999999996,Low,2022,5,Manufacturing,8.99,3.73,3.34,4.73
2022-06-01,67.74,Supply Shock,-46,1.8953068592057587,High,2022,6,Energy,18.43,6.56,1.81,3.26
2022-06-01,67.74,Supply Shock,-46,1.8953068592057587,High,2022,6,Airlines,3.15,6.56,1.81,3.26
2022-06-01,67.74,Supply Shock,-46,1.8953068592057587,High,2022,6,Transport,12.29,6.56,1.81,3.26
2022-06-01,67.74,Supply Shock,-46,1.8953068592057587,High,2022,6,Manufacturing,0.23,6.56,1.81,3.26
2022-07-01,67.24,Normal,35,-0.7381163271331537,Medium,2022,7,Energy,11.71,2.97,-2.44,5.76
2022-07-01,67.24,Normal,35,-0.7381163271331537,Medium,2022,7,Airlines,8.81,2.97,-2.44,5.76
2022-07-01,67.24,Normal,35,-0.7381163271331537,Medium,2022,7,Transport,-4.58,2.97,-2.44,5.76
2022-07-01,67.24,Normal,35,-0.7381163271331537,Medium,2022,7,Manufacturing,13.13,2.97,-2.44,5.76
2022-08-01,65.3,Supply Shock,59,-2.8851873884592427,High,2022,8,Energy,-28.88,3.25,3.38,3.84
2022-08-01,65.3,Supply Shock,59,-2.8851873884592427,High,2022,8,Airlines,-4.05,3.25,3.38,3.84
2022-08-01,65.3,Supply Shock,59,-2.8851873884592427,High,2022,8,Transport,-2.9,3.25,3.38,3.84
2022-08-01,65.3,Supply Shock,59,-2.8851873884592427,High,2022,8,Manufacturing,4.26,3.25,3.38,3.84
2022-09-01,64.54,Demand Shock,-56,-1.1638591117917207,High,2022,9,Energy,11.14,6.82,1.89,7.31
2022-09-01,64.54,Demand Shock,-56,-1.1638591117917207,High,2022,9,Airlines,3.83,6.82,1.89,7.31
2022-09-01,64.54,Demand Shock,-56,-1.1638591117917207,High,2022,9,Transport,26.25,6.82,1.89,7.31
2022-09-01,64.54,Demand Shock,-56,-1.1638591117917207,High,2022,9,Manufacturing,12.59,6.82,1.89,7.31
2022-10-01,63.26,Supply Shock,3,-1.9832661915091587,Low,2022,10,Energy,-5.58,6.42,4.54,4.03
2022-10-01,63.26,Supply Shock,3,-1.9832661915091587,Low,2022,10,Airlines,9.85,6.42,4.54,4.03
2022-10-01,63.26,Supply Shock,3,-1.9832661915091587,Low,2022,10,Transport,32.88,6.42,4.54,4.03
2022-10-01,63.26,Supply Shock,3,-1.9832661915091587,Low,2022,10,Manufacturing,11.58,6.42,4.54,4.03
2022-11-01,63.73,Normal,51,0.7429655390452039,High,2022,11,Energy,-11.47,3.77,-2.71,7.08
2022-11-01,63.73,Normal,51,0.7429655390452039,High,2022,11,Airlines,4.78,3.77,-2.71,7.08
2022-11-01,63.73,Normal,51,0.7429655390452039,High,2022,11,Transport,5.61,3.77,-2.71,7.08
2022-11-01,63.73,Normal,51,0.7429655390452039,High,2022,11,Manufacturing,5.77,3.77,-2.71,7.08
2022-12-01,66.39,Demand Shock,37,4.173858465400926,Medium,2022,12,Energy,3.85,3.61,2.62,5.08
2022-12-01,66.39,Demand Shock,37,4.173858465400926,Medium,2022,12,Airlines,13.12,3.61,2.62,5.08
2022-12-01,66.39,Demand Shock,37,4.173858465400926,Medium,2022,12,Transport,-1.02,3.61,2.62,5.08
2022-12-01,66.39,Demand Shock,37,4.173858465400926,Medium,2022,12,Manufacturing,10.99,3.61,2.62,5.08
