Date,Oil_Price,Shock_Type,Shock_Magnitude,Oil_Return,Shock_Level,Year,Month,Sector,Return,Inflation,GDP,Interest_Rate
01-12-2018,59.87,Supply Shock,-17,-2.839987017,Low,2018,12,Manufacturing,-0.22,7.04,4.67,3.1
01-01-2019,56.95,Normal,45,-4.877234007,High,2019,1,Energy,0.02,3.26,0.89,5.1
01-01-2019,56.95,Normal,45,-4.877234007,High,2019,1,Airlines,10.78,3.26,0.89,5.1
01-01-2019,56.95,Normal,45,-4.877234007,High,2019,1,Transport,-32.99,3.26,0.89,5.1
01-01-2019,56.95,Normal,45,-4.877234007,High,2019,1,Manufacturing,13.01,3.26,0.89,5.1
01-02-2019,58.29,Normal,57,2.352941176,High,2019,2,Energy,16.98,2.22,1.11,3.62
01-02-2019,58.29,Normal,57,2.352941176,High,2019,2,Airlines,15.29,2.22,1.11,3.62
01-02-2019,58.29,Normal,57,2.352941176,High,2019,2,Transport,1.9,2.22,1.11,3.62
01-02-2019,58.29,Normal,57,2.352941176,High,2019,2,Manufacturing,-23.11,2.22,1.11,3.62
01-03-2019,60.33,Normal,-22,3.499742666,Medium,2019,3,Energy,26.31,6.36,4.87,7.98
01-03-2019,60.33,Normal,-22,3.499742666,Medium,2019,3,Airlines,5.2,6.36,4.87,7.98
01-03-2019,60.33,Normal,-22,3.499742666,Medium,2019,3,Transport,4.29,6.36,4.87,7.98
01-03-2019,60.33,Normal,-22,3.499742666,Medium,2019,3,Manufacturing,-2.11,6.36,4.87,7.98
01-04-2019,58.82,Normal,23,-2.502900713,Medium,2019,4,Energy,-1.79,5.62,4.55,5.58
01-04-2019,58.82,Normal,23,-2.502900713,Medium,2019,4,Airlines,-1.71,5.62,4.55,5.58
01-04-2019,58.82,Normal,23,-2.502900713,Medium,2019,4,Transport,7.23,5.62,4.55,5.58
01-04-2019,58.82,Normal,23,-2.502900713,Medium,2019,4,Manufacturing,-5.92,5.62,4.55,5.58
01-05-2019,60.37,Supply Shock,44,2.635158109,High,2019,5,Energy,14.36,2.71,-2.1,3.4
01-05-2019,60.37,Supply Shock,44,2.635158109,High,2019,5,Airlines,18.56,2.71,-2.1,3.4
01-05-2019,60.37,Supply Shock,44,2.635158109,High,2019,5,Transport,8.51,2.71,-2.1,3.4
01-05-2019,60.37,Supply Shock,44,2.635158109,High,2019,5,Manufacturing,10.39,2.71,-2.1,3.4
01-06-2019,60.49,Supply Shock,34,0.198774226,Medium,2019,6,Energy,11.18,3.75,-2.46,3.76
01-06-2019,60.49,Supply Shock,34,0.198774226,Medium,2019,6,Airlines,2.68,3.75,-2.46,3.76
01-06-2019,60.49,Supply Shock,34,0.198774226,Medium,2019,6,Transport,25.93,3.75,-2.46,3.76
01-06-2019,60.49,Supply Shock,34,0.198774226,Medium,2019,6,Manufacturing,15.48,3.75,-2.46,3.76
01-07-2019,61.94,Supply Shock,50,2.397090428,High,2019,7,Energy,-5.21,5.61,1.25,6.19
01-07-2019,61.94,Supply Shock,50,2.397090428,High,2019,7,Airlines,14.2,5.61,1.25,6.19
01-07-2019,61.94,Supply Shock,50,2.397090428,High,2019,7,Transport,-2.81,5.61,1.25,6.19
01-07-2019,61.94,Supply Shock,50,2.397090428,High,2019,7,Manufacturing,23.96,5.61,1.25,6.19
01-08-2019,60.68,Normal,1,-2.034226671,Low,2019,8,Energy,-14.51,7.95,-2.73,4.21
01-08-2019,60.68,Normal,1,-2.034226671,Low,2019,8,Airlines,-9.99,7.95,-2.73,4.21
01-08-2019,60.68,Normal,1,-2.034226671,Low,2019,8,Transport,2.29,7.95,-2.73,4.21
01-08-2019,60.68,Normal,1,-2.034226671,Low,2019,8,Manufacturing,-4.78,7.95,-2.73,4.21
01-09-2019,62.34,Normal,44,2.735662492,High,2019,9,Energy,4.57,3.34,4.5,4.28
01-09-2019,62.34,Normal,44,2.735662492,High,2019,9,Airlines,-3.28,3.34,4.5,4.28
01-09-2019,62.34,Normal,44,2.735662492,High,2019,9,Transport,1.73,3.34,4.5,4.28
01-09-2019,62.34,Normal,44,2.735662492,High,2019,9,Manufacturing,8.33,3.34,4.5,4.28
01-10-2019,60.03,Normal,-11,-3.705486044,Low,2019,10,Energy,-21.57,5.26,3.62,3.23
01-10-2019,60.03,Normal,-11,-3.705486044,Low,2019,10,Airlines,4.72,5.26,3.62,3.23
01-10-2019,60.03,Normal,-11,-3.705486044,Low,2019,10,Transport,17.29,5.26,3.62,3.23
01-10-2019,60.03,Normal,-11,-3.705486044,Low,2019,10,Manufacturing,8.93,5.26,3.62,3.23
01-11-2019,57.37,Normal,-34,-4.431117774,Medium,2019,11,Energy,20.03,5.99,-1.73,3.02
01-11-2019,57.37,Normal,-34,-4.431117774,Medium,2019,11,Airlines,15.2,5.99,-1.73,3.02
01-11-2019,57.37,Normal,-34,-4.431117774,Medium,2019,11,Transport,-2.9,5.99,-1.73,3.02
01-11-2019,57.37,Normal,-34,-4.431117774,Medium,2019,11,Manufacturing,4.04,5.99,-1.73,3.02
01-12-2019,58.14,Demand Shock,35,1.342164895,Medium,2019,12,Energy,18.84,2.01,3.39,3.31
01-12-2019,58.14,Demand Shock,35,1.342164895,Medium,2019,12,Airlines,19.52,2.01,3.39,3.31
01-12-2019,58.14,Demand Shock,35,1.342164895,Medium,2019,12,Transport,11.53,2.01,3.39,3.31
01-12-2019,58.14,Demand Shock,35,1.342164895,Medium,2019,12,Manufacturing,17.65,2.01,3.39,3.31
01-01-2020,59.52,Demand Shock,-10,2.373581011,Low,2020,1,Energy,4.85,5.08,2.89,4.19
01-01-2020,59.52,Demand Shock,-10,2.373581011,Low,2020,1,Airlines,27.7,5.08,2.89,4.19
01-01-2020,59.52,Demand Shock,-10,2.373581011,Low,2020,1,Transport,30.05,5.08,2.89,4.19
01-01-2020,59.52,Demand Shock,-10,2.373581011,Low,2020,1,Manufacturing,0.18,5.08,2.89,4.19
01-02-2020,59.19,Supply Shock,18,-0.554435484,Low,2020,2,Energy,11.42,6.26,4.38,5.2
01-02-2020,59.19,Supply Shock,18,-0.554435484,Low,2020,2,Airlines,-11.18,6.26,4.38,5.2
01-02-2020,59.19,Supply Shock,18,-0.554435484,Low,2020,2,Transport,0.14,6.26,4.38,5.2
01-02-2020,59.19,Supply Shock,18,-0.554435484,Low,2020,2,Manufacturing,20.41,6.26,4.38,5.2
01-03-2020,59.59,Demand Shock,57,0.675789829,High,2020,3,Energy,16.31,7.21,4.04,3.38
01-03-2020,59.59,Demand Shock,57,0.675789829,High,2020,3,Airlines,10.61,7.21,4.04,3.38
01-03-2020,59.59,Demand Shock,57,0.675789829,High,2020,3,Transport,18.07,7.21,4.04,3.38
01-03-2020,59.59,Demand Shock,57,0.675789829,High,2020,3,Manufacturing,-12.21,7.21,4.04,3.38
01-04-2020,59.81,Supply Shock,56,0.369189461,High,2020,4,Energy,-9.1,7.47,3.69,6.05
01-04-2020,59.81,Supply Shock,56,0.369189461,High,2020,4,Airlines,16.99,7.47,3.69,6.05
01-04-2020,59.81,Supply Shock,56,0.369189461,High,2020,4,Transport,4.9,7.47,3.69,6.05
01-04-2020,59.81,Supply Shock,56,0.369189461,High,2020,4,Manufacturing,-4.97,7.47,3.69,6.05
01-05-2020,60.11,Supply Shock,-20,0.501588363,Low,2020,5,Energy,9.46,6.77,3.66,6.44
01-05-2020,60.11,Supply Shock,-20,0.501588363,Low,2020,5,Airlines,-9.03,6.77,3.66,6.44
01-05-2020,60.11,Supply Shock,-20,0.501588363,Low,2020,5,Transport,11.83,6.77,3.66,6.44
01-05-2020,60.11,Supply Shock,-20,0.501588363,Low,2020,5,Manufacturing,5.49,6.77,3.66,6.44
01-06-2020,63.24,Supply Shock,-58,5.207120279,High,2020,6,Energy,-0.42,2.68,2.03,5.28
01-06-2020,63.24,Supply Shock,-58,5.207120279,High,2020,6,Airlines,-7.76,2.68,2.03,5.28
01-06-2020,63.24,Supply Shock,-58,5.207120279,High,2020,6,Transport,8.08,2.68,2.03,5.28
01-06-2020,63.24,Supply Shock,-58,5.207120279,High,2020,6,Manufacturing,-30.01,2.68,2.03,5.28
01-07-2020,61.8,Demand Shock,49,-2.277039848,High,2020,7,Energy,3.31,6.86,1.98,5.31
01-07-2020,61.8,Demand Shock,49,-2.277039848,High,2020,7,Airlines,-2.81,6.86,1.98,5.31
01-07-2020,61.8,Demand Shock,49,-2.277039848,High,2020,7,Transport,0.16,6.86,1.98,5.31
01-07-2020,61.8,Demand Shock,49,-2.277039848,High,2020,7,Manufacturing,7.7,6.86,1.98,5.31
01-08-2020,60.52,Supply Shock,-9,-2.071197411,Low,2020,8,Energy,4.99,5.71,-0.8,3.37
01-08-2020,60.52,Supply Shock,-9,-2.071197411,Low,2020,8,Airlines,15.31,5.71,-0.8,3.37
01-08-2020,60.52,Supply Shock,-9,-2.071197411,Low,2020,8,Transport,4.21,5.71,-0.8,3.37
01-08-2020,60.52,Supply Shock,-9,-2.071197411,Low,2020,8,Manufacturing,10.18,5.71,-0.8,3.37
01-09-2020,58.27,Normal,-5,-3.717779247,Low,2020,9,Energy,-13.96,3.57,-0.06,7.31
01-09-2020,58.27,Normal,-5,-3.717779247,Low,2020,9,Airlines,-0.22,3.57,-0.06,7.31
01-09-2020,58.27,Normal,-5,-3.717779247,Low,2020,9,Transport,4.12,3.57,-0.06,7.31
01-09-2020,58.27,Normal,-5,-3.717779247,Low,2020,9,Manufacturing,-19.07,3.57,-0.06,7.31
01-10-2020,56,Supply Shock,-59,-3.895658143,High,2020,10,Energy,5.73,6.38,0.97,7.5
01-10-2020,56,Supply Shock,-59,-3.895658143,High,2020,10,Airlines,0.5,6.38,0.97,7.5
01-10-2020,56,Supply Shock,-59,-3.895658143,High,2020,10,Transport,-3.03,6.38,0.97,7.5
01-10-2020,56,Supply Shock,-59,-3.895658143,High,2020,10,Manufacturing,15.03,6.38,0.97,7.5
01-11-2020,58.93,Supply Shock,5,5.232142857,Low,2020,11,Energy,23.86,3.23,-2.35,6.66
01-11-2020,58.93,Supply Shock,5,5.232142857,Low,2020,11,Airlines,-3.77,3.23,-2.35,6.66
01-11-2020,58.93,Supply Shock,5,5.232142857,Low,2020,11,Transport,25.01,3.23,-2.35,6.66
01-11-2020,58.93,Supply Shock,5,5.232142857,Low,2020,11,Manufacturing,10.74,3.23,-2.35,6.66
01-12-2020,61.12,Supply Shock,-15,3.716273545,Low,2020,12,Energy,7.06,3.41,4.47,7.97
01-12-2020,61.12,Supply Shock,-15,3.716273545,Low,2020,12,Airlines,-2.48,3.41,4.47,7.97
01-12-2020,61.12,Supply Shock,-15,3.716273545,Low,2020,12,Transport,-4.92,3.41,4.47,7.97
01-12-2020,61.12,Supply Shock,-15,3.716273545,Low,2020,12,Manufacturing,-28.62,3.41,4.47,7.97
01-01-2021,60,Normal,-57,-1.832460733,High,2021,1,Energy,-2.34,5.48,0.55,3.91
01-01-2021,60,Normal,-57,-1.832460733,High,2021,1,Airlines,23.3,5.48,0.55,3.91
01-01-2021,60,Normal,-57,-1.832460733,High,2021,1,Transport,5.91,5.48,0.55,3.91
01-01-2021,60,Normal,-57,-1.832460733,High,2021,1,Manufacturing,-6.68,5.48,0.55,3.91
01-02-2021,58.51,Supply Shock,-29,-2.483333333,Medium,2021,2,Energy,9.33,6.37,4.93,3.05
01-02-2021,58.51,Supply Shock,-29,-2.483333333,Medium,2021,2,Airlines,17.1,6.37,4.93,3.05
01-02-2021,58.51,Supply Shock,-29,-2.483333333,Medium,2021,2,Transport,-3.21,6.37,4.93,3.05
01-02-2021,58.51,Supply Shock,-29,-2.483333333,Medium,2021,2,Manufacturing,-8.27,6.37,4.93,3.05
01-03-2021,60.47,Normal,-9,3.349854726,Low,2021,3,Energy,18.2,4.43,-0.74,5.83
01-03-2021,60.47,Normal,-9,3.349854726,Low,2021,3,Airlines,7.7,4.43,-0.74,5.83
01-03-2021,60.47,Normal,-9,3.349854726,Low,2021,3,Transport,-11.62,4.43,-0.74,5.83
01-03-2021,60.47,Normal,-9,3.349854726,Low,2021,3,Manufacturing,13.49,4.43,-0.74,5.83
01-04-2021,60.35,Demand Shock,-22,-0.19844551,Medium,2021,4,Energy,-2.38,4.98,-1.98,6.08
01-04-2021,60.35,Demand Shock,-22,-0.19844551,Medium,2021,4,Airlines,24.22,4.98,-1.98,6.08
01-04-2021,60.35,Demand Shock,-22,-0.19844551,Medium,2021,4,Transport,11.03,4.98,-1.98,6.08
01-04-2021,60.35,Demand Shock,-22,-0.19844551,Medium,2021,4,Manufacturing,-3.03,4.98,-1.98,6.08
01-05-2021,57.77,Normal,-47,-4.275062138,High,2021,5,Energy,11.81,2.87,2.56,6.53
01-05-2021,57.77,Normal,-47,-4.275062138,High,2021,5,Airlines,2.36,2.87,2.56,6.53
01-05-2021,57.77,Normal,-47,-4.275062138,High,2021,5,Transport,1.6,2.87,2.56,6.53
01-05-2021,57.77,Normal,-47,-4.275062138,High,2021,5,Manufacturing,28.15,2.87,2.56,6.53
01-06-2021,57.7,Supply Shock,-33,-0.121170158,Medium,2021,6,Energy,3.58,7.03,2.49,7.21
01-06-2021,57.7,Supply Shock,-33,-0.121170158,Medium,2021,6,Airlines,-0.29,7.03,2.49,7.21
01-06-2021,57.7,Supply Shock,-33,-0.121170158,Medium,2021,6,Transport,5.26,7.03,2.49,7.21
01-06-2021,57.7,Supply Shock,-33,-0.121170158,Medium,2021,6,Manufacturing,18.73,7.03,2.49,7.21
01-07-2021,54.92,Demand Shock,50,-4.818024263,High,2021,7,Energy,9.32,2.63,0.11,7.87
01-07-2021,54.92,Demand Shock,50,-4.818024263,High,2021,7,Airlines,8.29,2.63,0.11,7.87
01-07-2021,54.92,Demand Shock,50,-4.818024263,High,2021,7,Transport,16.06,2.63,0.11,7.87
01-07-2021,54.92,Demand Shock,50,-4.818024263,High,2021,7,Manufacturing,8.91,2.63,0.11,7.87
01-08-2021,52.3,Supply Shock,48,-4.770575382,High,2021,8,Energy,-6.66,4.9,1.03,6.4
01-08-2021,52.3,Supply Shock,48,-4.770575382,High,2021,8,Airlines,9.2,4.9,1.03,6.4
01-08-2021,52.3,Supply Shock,48,-4.770575382,High,2021,8,Transport,10.99,4.9,1.03,6.4
01-08-2021,52.3,Supply Shock,48,-4.770575382,High,2021,8,Manufacturing,15.34,4.9,1.03,6.4
01-09-2021,55.09,Demand Shock,-10,5.334608031,Low,2021,9,Energy,13.07,6.47,-1.52,4.21
01-09-2021,55.09,Demand Shock,-10,5.334608031,Low,2021,9,Airlines,16.54,6.47,-1.52,4.21
01-09-2021,55.09,Demand Shock,-10,5.334608031,Low,2021,9,Transport,-9.72,6.47,-1.52,4.21
01-09-2021,55.09,Demand Shock,-10,5.334608031,Low,2021,9,Manufacturing,5.53,6.47,-1.52,4.21
01-10-2021,59.4,Demand Shock,-1,7.823561445,Low,2021,10,Energy,13.83,6.28,0.65,3.84
01-10-2021,59.4,Demand Shock,-1,7.823561445,Low,2021,10,Airlines,-7.95,6.28,0.65,3.84
01-10-2021,59.4,Demand Shock,-1,7.823561445,Low,2021,10,Transport,-3.81,6.28,0.65,3.84
01-10-2021,59.4,Demand Shock,-1,7.823561445,Low,2021,10,Manufacturing,-11.01,6.28,0.65,3.84
01-11-2021,60.04,Supply Shock,1,1.077441077,Low,2021,11,Energy,14.44,3.78,-2.43,7.09
01-11-2021,60.04,Supply Shock,1,1.077441077,Low,2021,11,Airlines,2.85,3.78,-2.43,7.09
01-11-2021,60.04,Supply Shock,1,1.077441077,Low,2021,11,Transport,6.41,3.78,-2.43,7.09
01-11-2021,60.04,Supply Shock,1,1.077441077,Low,2021,11,Manufacturing,7.31,3.78,-2.43,7.09
01-12-2021,61.96,Normal,29,3.197868088,Medium,2021,12,Energy,-12.89,6.58,-0.64,5.37
01-12-2021,61.96,Normal,29,3.197868088,Medium,2021,12,Airlines,5.54,6.58,-0.64,5.37
01-12-2021,61.96,Normal,29,3.197868088,Medium,2021,12,Transport,23.28,6.58,-0.64,5.37
01-12-2021,61.96,Normal,29,3.197868088,Medium,2021,12,Manufacturing,1.29,6.58,-0.64,5.37
01-01-2022,64.08,Normal,10,3.421562298,Low,2022,1,Energy,9.07,6.49,4.63,6.44
01-01-2022,64.08,Normal,10,3.421562298,Low,2022,1,Airlines,11.09,6.49,4.63,6.44
01-01-2022,64.08,Normal,10,3.421562298,Low,2022,1,Transport,16.21,6.49,4.63,6.44
01-01-2022,64.08,Normal,10,3.421562298,Low,2022,1,Manufacturing,-3.25,6.49,4.63,6.44
01-02-2022,62.54,Supply Shock,-36,-2.403245943,Medium,2022,2,Energy,9.13,7.06,4.05,7.05
01-02-2022,62.54,Supply Shock,-36,-2.403245943,Medium,2022,2,Airlines,6.07,7.06,4.05,7.05
01-02-2022,62.54,Supply Shock,-36,-2.403245943,Medium,2022,2,Transport,9.27,7.06,4.05,7.05
01-02-2022,62.54,Supply Shock,-36,-2.403245943,Medium,2022,2,Manufacturing,4.78,7.06,4.05,7.05
01-03-2022,61.57,Demand Shock,51,-1.551007355,High,2022,3,Energy,19.95,5.63,4.95,4.96
01-03-2022,61.57,Demand Shock,51,-1.551007355,High,2022,3,Airlines,-24.87,5.63,4.95,4.96
01-03-2022,61.57,Demand Shock,51,-1.551007355,High,2022,3,Transport,16.87,5.63,4.95,4.96
01-03-2022,61.57,Demand Shock,51,-1.551007355,High,2022,3,Manufacturing,-12.75,5.63,4.95,4.96
01-04-2022,62.5,Supply Shock,36,1.510475881,Medium,2022,4,Energy,6.01,4.94,-2.4,6.71
01-04-2022,62.5,Supply Shock,36,1.510475881,Medium,2022,4,Airlines,16.25,4.94,-2.4,6.71
01-04-2022,62.5,Supply Shock,36,1.510475881,Medium,2022,4,Transport,6.85,4.94,-2.4,6.71
01-04-2022,62.5,Supply Shock,36,1.510475881,Medium,2022,4,Manufacturing,4.27,4.94,-2.4,6.71
01-05-2022,66.48,Normal,5,6.368,Low,2022,5,Energy,25.24,3.73,3.34,4.73
01-05-2022,66.48,Normal,5,6.368,Low,2022,5,Airlines,-2.21,3.73,3.34,4.73
01-05-2022,66.48,Normal,5,6.368,Low,2022,5,Transport,4.48,3.73,3.34,4.73
01-05-2022,66.48,Normal,5,6.368,Low,2022,5,Manufacturing,8.99,3.73,3.34,4.73
01-06-2022,67.74,Supply Shock,-46,1.895306859,High,2022,6,Energy,18.43,6.56,1.81,3.26
01-06-2022,67.74,Supply Shock,-46,1.895306859,High,2022,6,Airlines,3.15,6.56,1.81,3.26
01-06-2022,67.74,Supply Shock,-46,1.895306859,High,2022,6,Transport,12.29,6.56,1.81,3.26
01-06-2022,67.74,Supply Shock,-46,1.895306859,High,2022,6,Manufacturing,0.23,6.56,1.81,3.26
01-07-2022,67.24,Normal,35,-0.738116327,Medium,2022,7,Energy,11.71,2.97,-2.44,5.76
01-07-2022,67.24,Normal,35,-0.738116327,Medium,2022,7,Airlines,8.81,2.97,-2.44,5.76
01-07-2022,67.24,Normal,35,-0.738116327,Medium,2022,7,Transport,-4.58,2.97,-2.44,5.76
01-07-2022,67.24,Normal,35,-0.738116327,Medium,2022,7,Manufacturing,13.13,2.97,-2.44,5.76
01-08-2022,65.3,Supply Shock,59,-2.885187388,High,2022,8,Energy,-28.88,3.25,3.38,3.84
01-08-2022,65.3,Supply Shock,59,-2.885187388,High,2022,8,Airlines,-4.05,3.25,3.38,3.84
01-08-2022,65.3,Supply Shock,59,-2.885187388,High,2022,8,Transport,-2.9,3.25,3.38,3.84
01-08-2022,65.3,Supply Shock,59,-2.885187388,High,2022,8,Manufacturing,4.26,3.25,3.38,3.84
01-09-2022,64.54,Demand Shock,-56,-1.163859112,High,2022,9,Energy,11.14,6.82,1.89,7.31
01-09-2022,64.54,Demand Shock,-56,-1.163859112,High,2022,9,Airlines,3.83,6.82,1.89,7.31
01-09-2022,64.54,Demand Shock,-56,-1.163859112,High,2022,9,Transport,26.25,6.82,1.89,7.31
01-09-2022,64.54,Demand Shock,-56,-1.163859112,High,2022,9,Manufacturing,12.59,6.82,1.89,7.31
01-10-2022,63.26,Supply Shock,3,-1.983266192,Low,2022,10,Energy,-5.58,6.42,4.54,4.03
01-10-2022,63.26,Supply Shock,3,-1.983266192,Low,2022,10,Airlines,9.85,6.42,4.54,4.03
01-10-2022,63.26,Supply Shock,3,-1.983266192,Low,2022,10,Transport,32.88,6.42,4.54,4.03
01-10-2022,63.26,Supply Shock,3,-1.983266192,Low,2022,10,Manufacturing,11.58,6.42,4.54,4.03
01-11-2022,63.73,Normal,51,0.742965539,High,2022,11,Energy,-11.47,3.77,-2.71,7.08
01-11-2022,63.73,Normal,51,0.742965539,High,2022,11,Airlines,4.78,3.77,-2.71,7.08
01-11-2022,63.73,Normal,51,0.742965539,High,2022,11,Transport,5.61,3.77,-2.71,7.08
01-11-2022,63.73,Normal,51,0.742965539,High,2022,11,Manufacturing,5.77,3.77,-2.71,7.08
01-12-2022,66.39,Demand Shock,37,4.173858465,Medium,2022,12,Energy,3.85,3.61,2.62,5.08
01-12-2022,66.39,Demand Shock,37,4.173858465,Medium,2022,12,Airlines,13.12,3.61,2.62,5.08
01-12-2022,66.39,Demand Shock,37,4.173858465,Medium,2022,12,Transport,-1.02,3.61,2.62,5.08
01-12-2022,66.39,Demand Shock,37,4.173858465,Medium,2022,12,Manufacturing,10.99,3.61,2.62,5.08
01-01-2023,70.81,Normal,25,6.657629161,Medium,2023,1,Energy,15.77,3.72,-0.26,5.78
01-01-2023,70.81,Normal,25,6.657629161,Medium,2023,1,Airlines,14.05,3.72,-0.26,5.78
01-01-2023,70.81,Normal,25,6.657629161,Medium,2023,1,Transport,-2.06,3.72,-0.26,5.78
01-01-2023,70.81,Normal,25,6.657629161,Medium,2023,1,Manufacturing,8.41,3.72,-0.26,5.78
01-02-2023,71.05,Supply Shock,15,0.338935179,Low,2023,2,Energy,-3.58,7.22,-0.89,5.89
01-02-2023,71.05,Supply Shock,15,0.338935179,Low,2023,2,Airlines,8.36,7.22,-0.89,5.89
01-02-2023,71.05,Supply Shock,15,0.338935179,Low,2023,2,Transport,30.46,7.22,-0.89,5.89
01-02-2023,71.05,Supply Shock,15,0.338935179,Low,2023,2,Manufacturing,10.42,7.22,-0.89,5.89
01-03-2023,71.16,Demand Shock,3,0.154820549,Low,2023,3,Energy,10.4,5.99,2.4,7.34
01-03-2023,71.16,Demand Shock,3,0.154820549,Low,2023,3,Airlines,-9.54,5.99,2.4,7.34
01-03-2023,71.16,Demand Shock,3,0.154820549,Low,2023,3,Transport,9.91,5.99,2.4,7.34
